t,context,y,nll,nll0,overconfident_memory_nll,memory_only_nll,fixed_half_nll,cumulative_nll,cumulative_nll0,no_harm_slack,accuracy,base_accuracy,ece,brier,base_brier,w_lambda_0,w_lambda_0.05,w_lambda_0.1,w_lambda_0.2,w_lambda_0.4,w_lambda_0.7,w_lambda_1
327,12,3,1.0026721953679407,3.6409683687078287,0.9473813189454395,1.0026721952573183,1.6267757425575384,816.9411300917478,1294.9733719076537,-479.97815196496117,0.37920489296636084,0.04892966360856269,0.058695416481651795,0.47453946995379986,0.9724981499075835,3.532947367236205e-209,7.104028101019676e-168,3.3096743331358025e-139,3.1262723418176375e-99,2.7141131192100523e-50,2.865070923062938e-10,0.999999999713493
328,12,3,0.970633318030155,3.6409683687078287,0.916290731875385,0.9706333179501531,1.5968426460225926,817.911763409778,1298.6143402763614,-482.6484870156387,0.38109756097560976,0.04878048780487805,0.06041023827900062,0.4568012555115946,0.9724981499075835,2.4458250581775917e-210,8.224161051730214e-169,5.371804113231122e-140,7.983975002790198e-100,1.1983824926999242e-50,2.0650534672960285e-10,0.9999999997934947
329,12,57,2.854712866911135,3.315874339615861,2.8332133440571377,2.854712866888247,3.0589421434559227,820.7664762766891,1301.9302146159773,-483.1096484883435,0.3799392097264438,0.0486322188449848,0.05904015870741362,1.105586526063592,0.9523474302253109,1.5422170753179932e-210,5.337672226167836e-169,3.585656507730948e-140,5.624236795598395e-100,9.327376584733174e-51,1.8361737943727463e-10,0.9999999998163827
330,12,3,0.9590710440732939,3.6409683687078287,0.9067212808591875,0.9590710440219784,1.5860249568059497,821.7255473207624,1305.571182984685,-485.7915458129779,0.38181818181818183,0.048484848484848485,0.06073019234208068,0.44866617483227667,0.9724981499075835,1.0553883556008095e-211,6.138938567333789e-170,5.794057755318397e-141,1.4327549355212697e-100,4.113931919665471e-51,1.323018225678363e-10,0.9999999998676982
331,12,23,1.614596005719433,3.0478814226073285,1.5723966407548677,1.6145960056892095,2.093822852101249,823.3401433264819,1308.6190644072924,-487.2248312298658,0.3806646525679758,0.0513595166163142,0.05935559309880787,0.8233676920694537,0.9300332899620583,2.5173543398064293e-212,1.6980168017697238e-170,1.8232253346938038e-141,5.5994811799259366e-101,2.234335623788584e-51,1.0207842309553325e-10,0.9999999998979217
332,12,30,8.454325846373136,5.509886867757919,27.631021115928547,8.454325846924359,6.151740753930314,831.794469172855,1314.1289512750502,-484.28039225125053,0.3795180722891566,0.05120481927710843,0.05801010854961275,1.2203534193928252,1.016858888243395,4.782973242995726e-211,3.0734104095090623e-169,3.1359475739447337e-140,8.623201012332628e-100,2.636516034617218e-50,6.533019074512972e-10,0.9999999993466981
333,12,23,1.5637413552153747,3.0478814226073285,1.5224265354455506,1.5637413550638142,2.0525631801691193,833.3582105280703,1317.1768326976576,-485.7645323186425,0.3783783783783784,0.05405405405405406,0.056692760144579336,0.7948337115082081,0.9300332899620583,1.0842866475847092e-211,8.155673815643389e-170,9.53414241742905e-141,3.2885246306081746e-100,1.4132208975811182e-50,5.017418494718744e-10,0.9999999994982581
334,12,3,0.9829249706641277,3.6409683687078287,0.9343092373779307,0.9829249705241545,1.6083338641545963,834.3411354987345,1320.8178010663653,-488.4225757166861,0.38023952095808383,0.05389221556886228,0.058396629339321736,0.4651930152041926,0.9724981499075835,7.599246449890778e-213,9.507962480504687e-171,1.5547964342312295e-141,8.420864949082433e-101,6.247158946960634e-51,3.617687005312951e-10,0.9999999996382313
335,12,1,8.196052662438536,5.200320390946627,27.631021115928547,8.196052664500618,5.84467740733714,842.537188161173,1326.018121457312,-485.4268434451942,0.37910447761194027,0.05373134328358209,0.05707411796812809,1.2185536819304117,1.0139224240588824,1.5198492868441024e-211,1.8112668488011633e-169,2.814181540155454e-140,1.3641801189383035e-99,7.746477078257318e-50,2.4238502885615006e-09,0.9999999975761497
336,12,3,0.9719645824274836,3.6409683687078287,0.9249487946183296,0.9719645817507361,1.5980876612361097,843.5091527436006,1329.6590898260197,-488.0958472314744,0.38095238095238093,0.05357142857142857,0.058754435982208704,0.45557984784697586,0.9724981499075835,1.0535785192292545e-212,2.098446599291369e-170,4.5699247733301353e-141,3.4848936050318564e-100,3.4207881165121175e-50,1.7471025024694715e-09,0.9999999982528975
